,,,,,,Data Mean,,,,,Data Standard Deviation.,,,,,,Normalize,,,,,,,,,,,,
0.65497,5.1815,1.0673,-0.42113,0,,,,,,,,,,,,,0.077823855,0.555311113,-0.076641487,0.366740458,,,,,,,,,
5.6084,10.3009,-4.8003,-4.3534,0,,,,,,,,,,,,,1.820294374,1.427582237,-1.438024094,-1.504866116,,,,,,,,,
1.105,7.4432,0.41099,-3.0332,0,,,,,,,,,,,,,0.23613113,0.94067182,-0.228916526,-0.876502601,,,,,,,,,
3.9292,-2.9156,2.2129,0.30817,0,,,,,,,,,,,,,1.22960136,-0.824316679,0.189157121,0.713858706,,,,,,,,,
1.1558,6.4003,1.5506,0.6961,0,,,,,,,,,,,,,0.254001071,0.762976864,0.0354923,0.898498199,,,,,,,,,
2.5581,2.6218,1.8513,0.40257,0,,,,,,,,,,,,,0.747288836,0.119175551,0.105259795,0.758789411,,,,,,,,,
2.7831,10.9796,-3.557,-4.4039,0,,,,,,,,,,,,,0.826437197,1.543222822,-1.149557431,-1.528902139,,,,,,,,,
3.7635,2.7811,0.66119,0.34179,0,,,,,,,,,,,,,1.171312989,0.146317949,-0.170865888,0.72986051,,,,,,,,,
-2.6479,10.1374,-1.331,-5.4707,0,,,,,,,,,,,,,-1.084028357,1.399724221,-0.633087719,-2.036657175,,,,,,,,,
1.0652,8.3682,-1.4004,-1.6509,0,,,,,,,,,,,,,0.222130665,1.098278334,-0.649189694,-0.218581917,,,,,,,,,
-1.4275,11.8797,0.41613,-6.9978,0,,,,,,,,,,,,,-0.654727646,1.69658674,-0.227723959,-2.763496989,,,,,,,,,
5.7456,10.1808,-4.7857,-4.3366,0,,,,,,,,,,,,,1.868557286,1.407118948,-1.434636647,-1.496869974,,,,,,,,,
5.086,3.2798,-1.2701,1.1189,0,,,,,,,,,,,,,1.636529468,0.231289158,-0.618957887,1.099734447,,,,,,,,,
3.4092,5.4049,-2.5228,-0.89958,0,,,,,,,,,,,,,1.046680703,0.593375216,-0.90960551,0.139016989,,,,,,,,,
-0.2361,9.3221,2.1307,-4.3793,0,,,,,,,,,,,,,-0.235628279,1.260808987,0.170085328,-1.517193502,,,,,,,,,
3.8197,8.9951,-4.383,-4.0327,0,,,,,,,,,,,,,1.191082491,1.205092954,-1.341203425,-1.352225471,,,,,,,,,
-1.1391,1.8127,6.9144,0.70127,0,,,,,,,,,,,,,-0.553277036,-0.018683293,1.279984772,0.900958917,,,,,,,,,
4.9249,0.68906,0.77344,1.2095,0,,,,,,,,,,,,,1.579859241,-0.210135168,-0.144821986,1.1428565,,,,,,,,,
2.5089,6.841,-0.029423,0.44912,0,,,,,,,,,,,,,0.729981727,0.838065719,-0.331099804,0.780945388,,,,,,,,,
-0.2062,9.2207,-3.7044,-6.8103,0,,,,,,,,,,,,,-0.225110342,1.243531905,-1.183756728,-2.67425433,,,,,,,,,
3.946,6.8514,-1.5443,-0.5582,0,,,,,,,,,,,,,1.235511105,0.839837727,-0.682576932,0.301500504,,,,,,,,,
-0.278,8.1881,-3.1338,-2.5276,0,,,,,,,,,,,,,-0.250367463,1.06759192,-1.051367861,-0.635856795,,,,,,,,,
1.8592,3.2074,-0.15966,-0.26208,0,,,,,,,,,,,,,0.501436437,0.218953253,-0.361316994,0.442442031,,,,,,,,,
0.56953,7.6294,1.5754,-3.2233,0,,,,,,,,,,,,,0.047768584,0.972397585,0.041246321,-0.966982759,,,,,,,,,
3.4626,-4.449,3.5427,0.15429,0,,,,,,,,,,,,,1.065465248,-1.085585683,0.49769325,0.640617851,,,,,,,,,
3.3951,1.1484,2.1401,2.0862,0,,,,,,,,,,,,,1.041720739,-0.131870328,0.172266288,1.560131377,,,,,,,,,
5.0429,-0.52974,0.50439,1.106,0,,,,,,,,,,,,,1.62136816,-0.417800919,-0.207246144,1.093594552,,,,,,,,,
3.7758,7.1783,-1.5195,0.40128,0,,,,,,,,,,,,,1.175639766,0.895536722,-0.676822912,0.758175421,,,,,,,,,
4.6562,7.6398,-2.4243,-1.2384,0,,,,,,,,,,,,,1.48533851,0.974169593,-0.886751841,-0.022248066,,,,,,,,,
4.0948,-2.9674,2.3689,0.75429,0,,,,,,,,,,,,,1.287854554,-0.833142644,0.225351764,0.926194361,,,,,,,,,
1.8384,6.063,0.54723,0.51248,0,,,,,,,,,,,,,0.494119611,0.705505862,-0.197306538,0.811102268,,,,,,,,,
2.0153,0.43661,4.5864,-0.3151,0,,,,,,,,,,,,,0.556347811,-0.253148967,0.739849332,0.417206587,,,,,,,,,
3.5251,0.7201,1.6928,0.64438,0,,,,,,,,,,,,,1.087450904,-0.204846404,0.06848511,0.873881504,,,,,,,,,
3.757,-5.4236,3.8255,-1.2526,0,,,,,,,,,,,,,1.169026481,-1.251643315,0.563307641,-0.029006711,,,,,,,,,
2.5989,3.5178,0.7623,0.81119,0,,,,,,,,,,,,,0.761641072,0.271840888,-0.147406655,0.953276533,,,,,,,,,
1.8994,0.97462,4.2265,0.81377,0,,,,,,,,,,,,,0.515577611,-0.161479907,0.656346435,0.954504512,,,,,,,,,
3.6941,-3.9482,4.2625,1.1577,0,,,,,,,,,,,,,1.146900117,-1.000256665,0.664699045,1.118201728,,,,,,,,,
4.4295,-2.3507,1.7048,0.90946,0,,,,,,,,,,,,,1.405592139,-0.728065955,0.071269313,1.000049206,,,,,,,,,
6.8248,5.2187,-2.5425,0.5461,0,,,,,,,,,,,,,2.248188003,0.561649451,-0.914176244,0.827104071,,,,,,,,,
1.8967,-2.5163,2.8093,-0.79742,0,,,,,,,,,,,,,0.514627831,-0.75628178,0.327532025,0.187641149,,,,,,,,,
2.1526,-6.1665,8.0831,-0.34355,0,,,,,,,,,,,,,0.6046459,-1.378222644,1.551142972,0.403665501,,,,,,,,,
3.3004,7.0811,-1.3258,0.22283,0,,,,,,,,,,,,,1.008408073,0.878975259,-0.631881231,0.673240207,,,,,,,,,
2.7213,7.05,-0.58808,0.41809,0,,,,,,,,,,,,,0.80469778,0.873676272,-0.460717692,0.766176323,,,,,,,,,
3.8846,-3.0336,2.5334,0.20214,0,,,,,,,,,,,,,1.213912396,-0.844422159,0.263518551,0.663392577,,,,,,,,,
4.1665,-0.4449,0.23448,0.27843,0,,,,,,,,,,,,,1.313076499,-0.403345419,-0.269869837,0.699703631,,,,,,,,,
0.94225,5.8561,1.8762,-0.32544,0,,,,,,,,,,,,,0.178880482,0.670253118,0.111037017,0.412285152,,,,,,,,,
5.1321,-0.031048,0.32616,1.1151,0,,,,,,,,,,,,,1.652746088,-0.332831072,-0.248598524,1.097925795,,,,,,,,,
0.38251,6.8121,1.8128,-0.61251,0,,,,,,,,,,,,,-0.018019534,0.83314158,0.096327143,0.27565107,,,,,,,,,
3.0333,-2.5928,2.3183,0.303,0,,,,,,,,,,,,,0.914450174,-0.769316265,0.213611707,0.711397989,,,,,,,,,
2.9233,6.0464,-0.11168,-0.58665,0,,,,,,,,,,,,,0.87575542,0.702677464,-0.350184821,0.287959418,,,,,,,,,
1.162,10.2926,-1.2821,-4.0392,0,,,,,,,,,,,,,0.256182049,1.426168038,-0.62174209,-1.355319217,,,,,,,,,
3.7791,2.5762,1.3098,0.5655,0,,,,,,,,,,,,,1.176800609,0.111405976,-0.020377379,0.836337712,,,,,,,,,
0.77765,5.9781,1.1941,-0.3526,0,,,,,,,,,,,,,0.120979059,0.691040139,-0.047221739,0.399358055,,,,,,,,,
-0.38388,-1.0471,8.0514,0.49567,0,,,,,,,,,,,,,-0.287612923,-0.50595152,1.543788035,0.803101366,,,,,,,,,
0.21084,9.4359,-0.094543,-1.859,0,,,,,,,,,,,,,-0.078407975,1.280198848,-0.346208747,-0.31762937,,,,,,,,,
2.9571,-4.5938,5.9068,0.57196,0,,,,,,,,,,,,,0.887645263,-1.110257492,1.046204502,0.839412419,,,,,,,,,
4.6439,-3.3729,2.5976,0.55257,0,,,,,,,,,,,,,1.481011732,-0.902233932,0.278414038,0.830183538,,,,,,,,,
3.3577,-4.3062,6.0241,0.18274,0,,,,,,,,,,,,,1.028564523,-1.061254645,1.073420089,0.654158937,,,,,,,,,
3.5127,2.9073,1.0579,0.40774,0,,,,,,,,,,,,,1.083088949,0.167820589,-0.078822447,0.761250128,,,,,,,,,
2.6562,10.7044,-3.3085,-4.0767,0,,,,,,,,,,,,,0.781797521,1.496332754,-1.091901221,-1.373167749,,,,,,,,,
-1.3612,10.694,1.7022,-2.9026,0,,,,,,,,,,,,,-0.631405263,1.494560746,0.070666069,-0.814342114,,,,,,,,,
-0.278,8.1881,-3.1338,-2.5276,0,,,,,,,,,,,,,-0.250367463,1.06759192,-1.051367861,-0.635856795,,,,,,,,,
1.04,-6.9321,8.2888,-1.2991,0,,,,,,,,,,,,,0.213266048,-1.508669722,1.598868857,-0.05113889,,,,,,,,,
2.1881,2.7356,1.3278,-0.1832,0,,,,,,,,,,,,,0.617133753,0.138565412,-0.016201074,0.479985823,,,,,,,,,
4.2756,-2.6528,2.1375,0.94437,0,,,,,,,,,,,,,1.351454659,-0.77953939,0.171663043,1.016664999,,,,,,,,,
-0.11996,6.8741,0.91995,-0.6694,0,,,,,,,,,,,,,-0.194773654,0.843705476,-0.110829184,0.248573658,,,,,,,,,
2.9736,8.7944,-3.6359,-1.3754,0,,,,,,,,,,,,,0.893449476,1.1708966,-1.167863568,-0.087454703,,,,,,,,,
3.7798,-3.3109,2.6491,0.066365,0,,,,,,,,,,,,,1.177046848,-0.891670036,0.290362911,0.598768993,,,,,,,,,
5.3586,3.7557,-1.7345,1.0789,0,,,,,,,,,,,,,1.732422105,0.31237558,-0.726706555,1.080696013,,,,,,,,,
1.8373,6.1292,0.84027,0.55257,0,,,,,,,,,,,,,0.493732663,0.716785376,-0.129316294,0.830183538,,,,,,,,,
1.2262,0.89599,5.7568,-0.11596,0,,,,,,,,,,,,,0.278765714,-0.174877312,1.01140196,0.511989431,,,,,,,,,
-0.048008,-0.56078,7.7215,0.453,0,,,,,,,,,,,,,-0.169463064,-0.423089682,1.467245646,0.782792116,,,,,,,,,
0.5706,-0.024841,1.2421,-0.56208,0,,,,,,,,,,,,,0.048144978,-0.33177349,-0.036084926,0.299653776,,,,,,,,,
4.3634,0.46351,1.4281,2.0202,0,,,,,,,,,,,,,1.382340109,-0.248565599,0.007070225,1.528717961,,,,,,,,,
3.482,-4.1634,3.5008,-0.078462,0,,,,,,,,,,,,,1.072289595,-1.036923607,0.48797174,0.529837011,,,,,,,,,
0.51947,-3.2633,3.0895,-0.98492,0,,,,,,,,,,,,,0.030158953,-0.88355969,0.392543172,0.09839849,,,,,,,,,
2.3164,-2.628,3.1529,-0.08622,0,,,,,,,,,,,,,0.662265907,-0.775313832,0.407253046,0.526144506,,,,,,,,,
-1.8348,11.0334,3.1863,-4.8888,0,,,,,,,,,,,,,-0.798003769,1.552389558,0.415002412,-1.759695556,,,,,,,,,
1.3754,8.8793,-1.9136,-0.53751,0,,,,,,,,,,,,,0.331249872,1.185362323,-0.768260789,0.311348134,,,,,,,,,
-0.16682,5.8974,0.49839,-0.70044,0,,,,,,,,,,,,,-0.21125762,0.677290036,-0.208638246,0.233799833,,,,,,,,,
0.29961,7.1328,-0.31475,-1.1828,0,,,,,,,,,,,,,-0.047181308,0.887784185,-0.397300502,0.004215357,,,,,,,,,
0.25035,9.3262,-3.6873,-6.2543,0,,,,,,,,,,,,,-0.064509523,1.261507567,-1.179789238,-2.409620097,,,,,,,,,
2.4673,1.3926,1.7125,0.41421,0,,,,,,,,,,,,,0.715348075,-0.090262208,0.073055843,0.764329595,,,,,,,,,
0.77805,6.6424,-1.1425,-1.0573,0,,,,,,,,,,,,,0.121119767,0.804227174,-0.589352525,0.063948444,,,,,,,,,
3.4465,2.9508,1.0271,0.5461,0,,,,,,,,,,,,,1.059801743,0.175232354,-0.085968569,0.827104071,,,,,,,,,
2.2429,-4.1427,5.2333,-0.40173,0,,,,,,,,,,,,,0.636410776,-1.033396629,0.889941091,0.375974098,,,,,,,,,
3.7321,-3.884,3.3577,-0.0060486,0,,,,,,,,,,,,,1.160267396,-0.989317921,0.454770116,0.564302954,,,,,,,,,
4.3365,-3.584,3.6884,0.74912,0,,,,,,,,,,,,,1.372877483,-0.938202294,0.531498118,0.923733643,,,,,,,,,
-2.0759,10.8223,2.6439,-4.837,0,,,,,,,,,,,,,-0.882815635,1.516421195,0.289156423,-1.735040783,,,,,,,,,
4.0715,7.6398,-2.0824,-1.1698,0,,,,,,,,,,,,,1.279658302,0.974169593,-0.807425249,0.010402848,,,,,,,,,
0.76163,5.8209,1.1959,-0.64613,0,,,,,,,,,,,,,0.115343696,0.664255551,-0.046804109,0.259649267,,,,,,,,,
-0.53966,7.3273,0.46583,-1.4543,0,,,,,,,,,,,,,-0.342411731,0.920924149,-0.216192717,-0.125008014,,,,,,,,,
2.6213,5.7919,0.065686,-1.5759,0,,,,,,,,,,,,,0.769520731,0.659314374,-0.309032905,-0.182884854,,,,,,,,,
3.0242,-3.3378,2.5865,-0.54785,0,,,,,,,,,,,,,0.911249063,-0.896253404,0.27583865,0.306426699,,,,,,,,,
5.8519,5.3905,-2.4037,-0.061652,0,,,,,,,,,,,,,1.90595049,0.590921666,-0.881972292,0.537837913,,,,,,,,,
0.5706,-0.0248,1.2421,-0.5621,0,,,,,,,,,,,,,0.048144978,-0.331766504,-0.036084926,0.299644257,,,,,,,,,
3.9771,11.1513,-3.9272,-4.3444,0,,,,,,,,,,,,,1.246451167,1.572477999,-1.235450103,-1.500582468,,,,,,,,,
1.5478,9.1814,-1.6326,-1.7375,0,,,,,,,,,,,,,0.391895105,1.236835758,-0.703064028,-0.259800127,,,,,,,,,
0.74054,0.36625,2.1992,0.48403,0,,,,,,,,,,,,,0.107924856,-0.265137285,0.185978489,0.797561181,,,,,,,,,
0.49571,10.2243,-1.097,-4.0159,0,,,,,,,,,,,,,0.021800886,1.414530714,-0.578795754,-1.344229329,,,,,,,,,
1.645,7.8612,-0.87598,-3.5569,0,,,,,,,,,,,,,0.426087197,1.011892925,-0.52751537,-1.125763299,,,,,,,,,
3.6077,6.8576,-1.1622,0.28231,0,,,,,,,,,,,,,1.116507146,0.840894117,-0.593923259,0.701550359,,,,,,,,,
3.2403,-3.7082,5.2804,0.41291,0,,,,,,,,,,,,,0.987266667,-0.959364164,0.900869089,0.763710846,,,,,,,,,
3.9166,10.2491,-4.0926,-4.4659,0,,,,,,,,,,,,,1.225169052,1.418756272,-1.273825705,-1.558411712,,,,,,,,,
3.9262,6.0299,-2.0156,-0.065531,0,,,,,,,,,,,,,1.228546049,0.699866104,-0.791926517,0.53599166,,,,,,,,,
5.591,10.4643,-4.3839,-4.3379,0,,,,,,,,,,,,,1.814173568,1.455423215,-1.34141224,-1.497488723,,,,,,,,,
3.7522,-3.6978,3.9943,1.3051,0,,,,,,,,,,,,,1.167337983,-0.957592155,0.602472101,1.188358357,,,,,,,,,
1.3114,4.5462,2.2935,0.22541,0,,,,,,,,,,,,,0.30873656,0.447065255,0.207857686,0.674468186,,,,,,,,,
3.7022,6.9942,-1.8511,-0.12889,0,,,,,,,,,,,,,1.149749458,0.864168766,-0.75375973,0.505835257,,,,,,,,,
4.364,-3.1039,2.3757,0.78532,0,,,,,,,,,,,,,1.382551171,-0.856400254,0.226929479,0.940963426,,,,,,,,,
3.5829,1.4423,1.0219,1.4008,0,,,,,,,,,,,,,1.107783238,-0.081794053,-0.087175057,1.23390781,,,,,,,,,
4.65,-4.8297,3.4553,-0.25174,0,,,,,,,,,,,,,1.483157532,-1.150451413,0.477414969,0.447363466,,,,,,,,,
5.1731,3.9606,-1.983,0.40774,0,,,,,,,,,,,,,1.667168678,0.347287553,-0.784362765,0.761250128,,,,,,,,,
3.2692,3.4184,0.20706,-0.066824,0,,,,,,,,,,,,,0.997432834,0.254904577,-0.276231741,0.535376243,,,,,,,,,
2.4012,1.6223,3.0312,0.71679,0,,,,,,,,,,,,,0.692096045,-0.051124677,0.379016584,0.908345829,,,,,,,,,
1.7257,-4.4697,8.2219,-1.8073,0,,,,,,,,,,,,,0.454475076,-1.089112662,1.583346923,-0.293022194,,,,,,,,,
4.7965,6.9859,-1.9967,-0.35001,0,,,,,,,,,,,,,1.53469191,0.862754567,-0.787541397,0.400590794,,,,,,,,,
4.0962,10.1891,-3.9323,-4.1827,0,,,,,,,,,,,,,1.288347033,1.408533147,-1.236633389,-1.423619599,,,,,,,,,
2.5559,3.3605,2.0321,0.26809,0,,,,,,,,,,,,,0.74651494,0.245039261,0.147208458,0.694782195,,,,,,,,,
3.4916,8.5709,-3.0326,-0.59182,0,,,,,,,,,,,,,1.075666592,1.132815459,-1.027887747,0.2854987,,,,,,,,,
0.5195,-3.2633,3.0895,-0.9849,0,,,,,,,,,,,,,0.030169506,-0.88355969,0.392543172,0.098408009,,,,,,,,,
2.9856,7.2673,-0.409,-2.2431,0,,,,,,,,,,,,,0.897670722,0.910701024,-0.419168098,-0.500445933,,,,,,,,,
4.0932,5.4132,-1.8219,0.23576,0,,,,,,,,,,,,,1.287291721,0.594789415,-0.746984835,0.679394381,,,,,,,,,
1.7748,-0.76978,5.5854,1.3039,0,,,,,,,,,,,,,0.471747007,-0.458700235,0.971634257,1.187787204,,,,,,,,,
5.2012,0.32694,0.17965,1.1797,0,,,,,,,,,,,,,1.677053429,-0.271835136,-0.282591326,1.128672866,,,,,,,,,
-0.45062,-1.3678,7.0858,-0.40303,0,,,,,,,,,,,,,-0.311090086,-0.560594124,1.319752476,0.375355349,,,,,,,,,
4.8451,8.1116,-2.9512,-1.4724,0,,,,,,,,,,,,,1.551787956,1.054557435,-1.009001568,-0.133622906,,,,,,,,,
0.74841,7.2756,1.1504,-0.5388,0,,,,,,,,,,,,,0.11069329,0.912115223,-0.05736088,0.310734145,,,,,,,,,
5.1213,8.5565,-3.3917,-1.5474,0,,,,,,,,,,,,,1.648946966,1.130361909,-1.11120503,-0.169319969,,,,,,,,,
3.6181,-3.7454,2.8273,-0.71208,0,,,,,,,,,,,,,1.120165559,-0.965702501,0.33170833,0.228259648,,,,,,,,,
0.040498,8.5234,1.4461,-3.9306,0,,,,,,,,,,,,,-0.138329264,1.124722151,0.01124653,-1.303629868,,,,,,,,,
-2.6479,10.1374,-1.331,-5.4707,0,,,,,,,,,,,,,-1.084028357,1.399724221,-0.633087719,-2.036657175,,,,,,,,,
0.37984,0.70975,0.75716,-0.44441,0,,,,,,,,,,,,,-0.018958761,-0.206609893,-0.148599222,0.355660089,,,,,,,,,
-0.95923,0.091039,6.2204,-1.4828,0,,,,,,,,,,,,,-0.490004077,-0.312029227,1.118965015,-0.138572898,,,,,,,,,
2.8672,10.0008,-3.2049,-3.1095,0,,,,,,,,,,,,,0.856021095,1.376449572,-1.067864266,-0.912818414,,,,,,,,,
1.0182,9.109,-0.62064,-1.7129,0,,,,,,,,,,,,,0.205597451,1.224499854,-0.468272164,-0.24809149,,,,,,,,,
-2.7143,11.4535,2.1092,-3.9629,0,,,,,,,,,,,,,-1.107385918,1.623968473,0.165096964,-1.319003404,,,,,,,,,
3.8244,-3.1081,2.4537,0.52024,0,,,,,,,,,,,,,1.192735812,-0.857115873,0.2450268,0.814795724,,,,,,,,,
2.7961,2.121,1.8385,0.38317,0,,,,,,,,,,,,,0.831010213,0.033846532,0.102289978,0.74955577,,,,,,,,,
3.5358,6.7086,-0.81857,0.47886,0,,,,,,,,,,,,,1.091214848,0.815506689,-0.514195277,0.795100464,,,,,,,,,
-0.7056,8.7241,2.2215,-4.5965,0,,,,,,,,,,,,,-0.400784526,1.158918505,0.191152467,-1.620572199,,,,,,,,,
4.1542,7.2756,-2.4766,-1.2099,0,,,,,,,,,,,,,1.308749721,0.912115223,-0.898886327,-0.008683182,,,,,,,,,
0.92703,9.4318,-0.66263,-1.6728,0,,,,,,,,,,,,,0.173526536,1.279500268,-0.478014555,-0.22900546,,,,,,,,,
1.8216,-6.4748,8.0514,-0.41855,0,,,,,,,,,,,,,0.488209867,-1.430752469,1.543788035,0.367968437,,,,,,,,,
-2.4473,12.6247,0.73573,-7.6612,0,,,,,,,,,,,,,-1.013463196,1.823523878,-0.153571345,-3.079249418,,,,,,,,,
3.5862,-3.0957,2.8093,0.24481,0,,,,,,,,,,,,,1.108944081,-0.855003093,0.327532025,0.683701827,,,,,,,,,
0.66191,9.6594,-0.28819,-1.6638,0,,,,,,,,,,,,,0.080265142,1.318279989,-0.391138132,-0.224721812,,,,,,,,,
4.7926,1.7071,-0.051701,1.4926,0,,,,,,,,,,,,,1.533320005,-0.036675994,-0.336268677,1.277601017,,,,,,,,,
4.9852,8.3516,-2.5425,-1.2823,0,,,,,,,,,,,,,1.601071002,1.095449936,-0.914176244,-0.043142748,,,,,,,,,
0.75736,3.0294,2.9164,-0.068117,0,,,,,,,,,,,,,0.113841636,0.188624649,0.352381039,0.534760826,,,,,,,,,
4.6499,7.6336,-1.9427,-0.37458,0,,,,,,,,,,,,,1.483122355,0.973113204,-0.775012482,0.388896435,,,,,,,,,
-0.023579,7.1742,0.78457,-0.75734,0,,,,,,,,,,,,,-0.160869662,0.894838141,-0.142239637,0.20671766,,,,,,,,,
0.85574,0.0082678,6.6042,-0.53104,0,,,,,,,,,,,,,0.148448817,-0.326132233,1.208013117,0.314427601,,,,,,,,,
0.88298,0.66009,6.0096,-0.43277,0,,,,,,,,,,,,,0.158031045,-0.215071233,1.070055843,0.361200274,,,,,,,,,
4.0422,-4.391,4.7466,1.137,0,,,,,,,,,,,,,1.269351426,-1.075703329,0.777018446,1.108349338,,,,,,,,,
2.2546,8.0992,-0.24877,-3.2698,0,,,,,,,,,,,,,0.640526491,1.052444656,-0.381992024,-0.989114938,,,,,,,,,
0.38478,6.5989,-0.3336,-0.56466,0,,,,,,,,,,,,,-0.017221015,0.796815409,-0.401674021,0.298425797,,,,,,,,,
3.1541,-5.1711,6.5991,0.57455,0,,,,,,,,,,,,,0.95694405,-1.208620996,1.20682983,0.840645158,,,,,,,,,
2.3969,0.23589,4.8477,1.437,0,,,,,,,,,,,,,0.690583432,-0.287348729,0.800475359,1.251137593,,,,,,,,,
4.7114,2.0755,-0.2702,1.2379,0,,,,,,,,,,,,,1.504756241,0.026093996,-0.386964147,1.156373788,,,,,,,,,
4.0127,10.1477,-3.9366,-4.0728,0,,,,,,,,,,,,,1.258974197,1.40147919,-1.237631062,-1.371311501,,,,,,,,,
2.6606,3.1681,1.9619,0.18662,0,,,,,,,,,,,,,0.783345311,0.212257106,0.130920869,0.656005665,,,,,,,,,
3.931,1.8541,-0.023425,1.2314,0,,,,,,,,,,,,,1.230234547,-0.011629337,-0.329708166,1.153280042,,,,,,,,,
0.01727,8.693,1.3989,-3.9668,0,,,,,,,,,,,,,-0.146500189,1.153619519,0.00029533,-1.320859651,,,,,,,,,
3.2414,0.40971,1.4015,1.1952,0,,,,,,,,,,,,,0.987653614,-0.257732335,0.000898574,1.13605026,,,,,,,,,
2.2504,3.5757,0.35273,0.2836,0,,,,,,,,,,,,,0.639049055,0.281706204,-0.242433834,0.702164348,,,,,,,,,
-1.3971,3.3191,-1.3927,-1.9948,1,,,,,,,,,,,,,-0.644033823,0.237985305,-0.647403164,-0.382264854,,,,,,,,,
0.39012,-0.14279,-0.031994,0.35084,1,,,,,,,,,,,,,-0.015342561,-0.35187028,-0.331696319,0.734167956,,,,,,,,,
-1.6677,-7.1535,7.8929,0.96765,1,,,,,,,,,,,,,-0.739222919,-1.546393054,1.50701335,1.027745368,,,,,,,,,
-3.8483,-12.8047,15.6824,-1.281,1,,,,,,,,,,,,,-1.506293659,-2.509275145,3.314309317,-0.042523999,,,,,,,,,
-3.5681,-8.213,10.083,0.96765,1,,,,,,,,,,,,,-1.407727566,-1.726916408,2.015153653,1.027745368,,,,,,,,,
-2.2804,-0.30626,1.3347,1.3763,1,,,,,,,,,,,,,-0.954752701,-0.379723185,-0.014600157,1.22224677,,,,,,,,,
-1.7582,2.7397,-2.5323,-2.234,1,,,,,,,,,,,,,-0.771058149,0.139263992,-0.911809671,-0.496114689,,,,,,,,,
-0.89409,3.1991,-1.8219,-2.9452,1,,,,,,,,,,,,,-0.467089747,0.217539054,-0.746984835,-0.834618046,,,,,,,,,
0.3434,0.12415,-0.28733,0.14654,1,,,,,,,,,,,,,-0.031777278,-0.306387596,-0.390938597,0.636929154,,,,,,,,,
-0.9854,-6.661,5.8245,0.5461,1,,,,,,,,,,,,,-0.499209911,-1.462478235,1.027109507,0.827104071,,,,,,,,,
-2.4115,-9.1359,9.3444,-0.65259,1,,,,,,,,,,,,,-1.000869813,-1.884165113,1.84378594,0.256574559,,,,,,,,,
-1.5252,-6.2534,5.3524,0.59912,1,,,,,,,,,,,,,-0.689095624,-1.393029137,0.917574309,0.852339516,,,,,,,,,
-0.61442,-0.091058,-0.31818,0.50214,1,,,,,,,,,,,,,-0.368710093,-0.343055901,-0.39809632,0.806180832,,,,,,,,,
-0.36506,2.8928,-3.6461,-3.0603,1,,,,,,,,,,,,,-0.280992602,0.16535,-1.17023014,-0.88940114,,,,,,,,,
-5.9034,6.5679,0.67661,-6.6797,1,,,,,,,,,,,,,-2.229217201,0.791533461,-0.167288186,-2.612093843,,,,,,,,,
-1.8215,2.7521,-0.72261,-2.353,1,,,,,,,,,,,,,-0.793325221,0.141376771,-0.491930932,-0.552754031,,,,,,,,,
-0.77461,-1.8768,2.4023,1.1319,1,,,,,,,,,,,,,-0.425060208,-0.647320304,0.23310113,1.105921938,,,,,,,,,
-1.8187,-9.0366,9.0162,-0.12243,1,,,,,,,,,,,,,-0.792340264,-1.867245841,1.76763798,0.508909964,,,,,,,,,
-3.5801,-12.9309,13.1779,-2.5677,1,,,,,,,,,,,,,-1.411948812,-2.530777785,2.733222886,-0.654942825,,,,,,,,,
-1.8219,-6.8824,5.4681,0.057313,1,,,,,,,,,,,,,-0.793465929,-1.500201567,0.944418669,0.594460595,,,,,,,,,
-0.3481,-0.38696,-0.47841,0.62627,1,,,,,,,,,,,,,-0.275026575,-0.393473288,-0.435272394,0.865261853,,,,,,,,,
0.47368,3.3605,-4.5064,-4.0431,1,,,,,,,,,,,,,0.014051382,0.245039261,-1.369834315,-1.357175464,,,,,,,,,
-3.4083,4.8587,-0.76888,-4.8668,1,,,,,,,,,,,,,-1.351514641,0.500310699,-0.502666355,-1.749224417,,,,,,,,,
-1.6662,-0.30005,1.4238,0.024986,1,,,,,,,,,,,,,-0.738695263,-0.378665091,0.006072552,0.579074209,,,,,,,,,
-2.0962,-7.1059,6.6188,-0.33708,1,,,,,,,,,,,,,-0.889956576,-1.538282708,1.211400564,0.406744967,,,,,,,,,
-2.6685,-10.4519,9.1139,-1.7323,1,,,,,,,,,,,,,-1.09127483,-2.108392327,1.790306035,-0.257325131,,,,,,,,,
-0.47465,-4.3496,1.9901,0.7517,1,,,,,,,,,,,,,-0.319543131,-1.068649373,0.137463746,0.924961622,,,,,,,,,
1.0552,1.1857,-2.6411,0.11033,1,,,,,,,,,,,,,0.21861296,-0.125514952,-0.937053114,0.619694612,,,,,,,,,
1.1644,3.8095,-4.9408,-4.0909,1,,,,,,,,,,,,,0.257026298,0.321542315,-1.470622475,-1.379926393,,,,,,,,,
-4.4779,7.3708,-0.31218,-6.7754,1,,,,,,,,,,,,,-1.727768362,0.928335915,-0.396704218,-2.657643296,,,,,,,,,
-2.7338,0.45523,2.4391,0.21766,1,,,,,,,,,,,,,-1.114245443,-0.24997639,0.241639353,0.67077949,,,,,,,,,
-2.286,-5.4484,5.8039,0.88231,1,,,,,,,,,,,,,-0.956722616,-1.255868873,1.022329958,0.987126869,,,,,,,,,
-1.6244,-6.3444,4.6575,0.16981,1,,,,,,,,,,,,,-0.723991257,-1.40853421,0.756345736,0.648004763,,,,,,,,,
